int(self),self.no_transporter,self.disturbance_cycle,tdi,self.cycle,mean_cyc_to_deliver,mean(self.residue),self.setup_file,self.item_file
341,12,200,100,1127,61.32,0.183333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
342,12,250,100,1486,68.21,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
343,12,250,100,1351,67.25,0.366666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
344,12,250,100,1444,66.31,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
345,12,250,100,1342,66.13,0.283333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
346,12,250,100,1496,69.31,0.277777777777778,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
347,12,250,100,1304,61.52,0.2,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
348,12,250,100,1333,67.95,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
349,12,250,100,1420,67,0.2,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
350,12,250,100,1202,67.59,0.25,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
351,12,250,100,1498,68.66,0.125,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
352,12,250,100,1140,67.4,0.229166666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
353,12,250,100,1667,75.97,0.125,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
354,12,250,100,1138,69.66,0.125,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
355,12,250,100,1629,66.29,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
356,12,250,100,1385,70.77,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
357,12,250,100,1628,71.97,0.305555555555555,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
358,12,250,100,1102,61.15,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
359,12,250,100,1072,64.12,0.125,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
360,12,250,100,1543,70.75,0.319444444444444,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
361,12,250,100,1346,70.2,0.15,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
362,12,250,100,1321,69.4,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
363,12,250,100,1530,67.71,0.180555555555556,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
364,12,250,100,1189,63.58,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
365,12,250,100,1360,70.66,0.333333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
366,12,250,100,1353,71.96,0.033333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
367,12,250,100,1146,65.85,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
368,12,250,100,1302,69.54,0.216666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
369,12,250,100,1723,67.56,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
370,12,250,100,1182,70.77,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
371,12,250,100,1317,68.08,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
372,12,250,100,1241,68.77,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
373,12,250,100,1506,67.38,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
374,12,250,100,1117,63.05,0.229166666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
375,12,250,100,1289,64.31,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
376,12,250,100,1299,70.27,0.2,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
377,12,250,100,1646,75.88,0.097222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
378,12,250,100,1468,68.95,0.2,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
379,12,250,100,1117,61.09,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
380,12,300,100,1493,73.36,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
381,12,300,100,1358,67.02,0.375,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
382,12,300,100,1492,71.68,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
383,12,300,100,1356,65.98,0.270833333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
384,12,300,100,1502,70.63,0.283333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
385,12,300,100,1373,71.69,0.145833333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
386,12,300,100,1361,70.77,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
387,12,300,100,1435,70.86,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
388,12,300,100,1189,67.33,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
389,12,300,100,1490,71.22,0.125,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
390,12,300,100,1105,63.08,0.277777777777778,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
391,12,300,100,1726,75.18,0.15,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
392,12,300,100,1163,69.58,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
393,12,300,100,1648,70.82,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
394,12,300,100,1358,68.65,0.0625,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
395,12,300,100,1612,69.39,0.25,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
396,12,300,100,1096,59.55,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
397,12,300,100,1093,62.19,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
398,12,300,100,1543,70.82,0.3,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
399,12,300,100,1357,70.72,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
400,12,300,100,1289,68.42,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
401,12,300,100,1508,68.86,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
402,12,300,100,1166,62.58,0.055555555555556,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
403,12,300,100,1338,68.41,0.333333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
404,12,300,100,1290,63.07,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
405,12,300,100,1130,69.7,0.111111111111111,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
406,12,300,100,1300,71.34,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
407,12,300,100,1763,73.9,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
408,12,300,100,1174,67.57,0.194444444444444,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
409,12,300,100,1337,71.97,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
410,12,300,100,1191,61.85,0.194444444444444,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
411,12,300,100,1495,67.47,0.125,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
412,12,300,100,1096,65.16,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
413,12,300,100,1315,67.82,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
414,12,300,100,1345,68.08,0.25,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
415,12,300,100,1669,73.02,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
416,12,300,100,1448,64.53,0.229166666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
417,12,300,100,1166,68.31,0.138888888888889,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
418,12,20000,100,1487,67.08,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
419,12,20000,100,1346,66.22,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
420,12,20000,100,1451,67.29,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
421,12,20000,100,1354,65.74,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
422,12,20000,100,1493,67.81,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
423,12,20000,100,1340,66.62,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
424,12,20000,100,1329,66.02,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
425,12,20000,100,1449,67.14,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
426,12,20000,100,1165,64.31,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
427,12,20000,100,1504,66.77,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
428,12,20000,100,1135,63.75,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
429,12,20000,100,1709,68.81,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
430,12,20000,100,1123,64.24,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
431,12,20000,100,1593,69.18,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
432,12,20000,100,1356,66.19,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
433,12,20000,100,1609,68.21,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
434,12,20000,100,1157,64.13,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
435,12,20000,100,1082,64.07,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
436,12,20000,100,1555,67.86,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
437,12,20000,100,1290,66.51,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
438,12,20000,100,1277,65.79,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
439,12,20000,100,1531,67.47,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
440,12,20000,100,1161,64.61,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
441,12,20000,100,1334,66.67,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
442,12,20000,100,1336,67.14,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
443,12,20000,100,1114,63.67,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
444,12,20000,100,1260,65.38,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
445,12,20000,100,1703,69.47,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
446,12,20000,100,1145,64.68,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
447,12,20000,100,1281,66.11,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
448,12,20000,100,1243,65.6,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
449,12,20000,100,1510,67.35,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
450,12,20000,100,1123,64.6,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
451,12,20000,100,1294,65.83,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
452,12,20000,100,1296,66.29,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
453,12,20000,100,1684,68.68,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
454,12,20000,100,1460,67.14,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
455,12,20000,100,1136,64.53,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
456,12,100,250,3639,71.328,0.347222222222222,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
457,12,100,250,3253,68.524,0.421875,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
458,12,100,250,3629,69.036,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
459,12,100,250,3357,70.64,0.429292929292929,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
460,12,100,250,3631,70.9,0.451388888888889,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
461,12,100,250,3284,68.956,0.419191919191919,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
462,12,100,250,3291,70.028,0.441919191919192,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
463,12,100,250,3485,69.28,0.347619047619048,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
464,12,100,250,2902,67.648,0.264367816091954,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
465,12,100,250,3598,69.304,0.407407407407407,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
466,12,100,250,2741,65.26,0.29320987654321,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
467,12,100,250,4105,69.96,0.628048780487805,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
468,12,100,250,2730,67.844,0.228395061728395,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
469,12,100,250,3915,69.992,0.41025641025641,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
470,12,100,250,3332,70.288,0.328282828282828,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
471,12,100,250,3881,70.032,0.459401709401709,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
472,12,100,250,2848,67.656,0.220238095238095,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
473,12,100,250,2637,67.188,0.211538461538462,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
474,12,100,250,3760,73.66,0.509009009009009,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
475,12,100,250,3247,68.464,0.260416666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
476,12,100,250,3130,69.204,0.276881720430107,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
477,12,100,250,3725,70.888,0.367117117117117,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
478,12,100,250,2942,69.16,0.120689655172414,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
479,12,100,250,3345,70.924,0.426767676767677,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
480,12,100,250,3326,70.332,0.325757575757576,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
481,12,100,250,2680,63.5,0.246913580246914,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
482,12,100,250,3169,69.24,0.361979166666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
483,12,100,250,4169,70.608,0.369047619047619,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
484,12,100,250,2910,67.42,0.387931034482759,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
485,12,100,250,3172,67.796,0.1328125,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
486,12,100,250,3028,65.868,0.3,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
487,12,100,250,3652,69.132,0.386574074074074,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
488,12,100,250,2724,68.132,0.237654320987654,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
489,12,100,250,3132,68.496,0.110215053763441,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
490,12,100,250,3211,69.324,0.427083333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
491,12,100,250,4022,71.8,0.389583333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
492,12,100,250,3577,70.044,0.395833333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
493,12,100,250,2775,69.884,0.25297619047619,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
494,12,150,250,3594,70.452,0.170138888888889,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
495,12,150,250,3252,66.048,0.357142857142857,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
496,12,150,250,3576,69.052,0.101449275362319,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
497,12,150,250,3298,69.044,0.295454545454545,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
498,12,150,250,3594,69.488,0.329861111111111,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
499,12,150,250,3234,67.86,0.246031746031746,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
500,12,150,250,3341,71.416,0.132575757575758,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
501,12,150,250,3487,69.2,0.206521739130435,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
502,12,150,250,2908,68.204,0.232456140350877,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
503,12,150,250,3646,70.324,0.173611111111111,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
504,12,150,250,2711,65.048,0.25462962962963,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
505,12,150,250,4129,73.352,0.296296296296296,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
506,12,150,250,2761,69.052,0.162037037037037,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
507,12,150,250,4035,72.58,0.138888888888889,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
508,12,150,250,3367,69.3,0.196969696969697,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
509,12,150,250,3887,70.86,0.333333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
510,12,150,250,2834,69.024,0.131578947368421,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
511,12,150,250,2647,66.016,0.137254901960784,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
512,12,150,250,3668,71.416,0.347222222222222,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
513,12,150,250,3269,66.784,0.178571428571429,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
514,12,150,250,3157,68.16,0.043650793650794,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
515,12,150,250,3742,70.772,0.233333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
516,12,150,250,2891,66.1,0.048245614035088,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
517,12,150,250,3401,72.044,0.356060606060606,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
518,12,150,250,3302,68.136,0.162878787878788,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
519,12,150,250,2700,65.812,0.189814814814815,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
520,12,150,250,3166,69.216,0.273809523809524,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
521,12,150,250,4273,73.944,0.133928571428571,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
522,12,150,250,2835,65.468,0.267543859649123,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
523,12,150,250,3174,67.392,0.007936507936508,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
524,12,150,250,3050,68.564,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
525,12,150,250,3637,70.4,0.173611111111111,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
526,12,150,250,2712,68.024,0.171296296296296,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
527,12,150,250,3179,70.404,0.01984126984127,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
528,12,150,250,3222,71.6,0.28968253968254,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
529,12,150,250,4044,71.004,0.169753086419753,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
530,12,150,250,3541,68.58,0.260869565217391,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
531,12,150,250,2775,67.976,0.189814814814815,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
532,12,200,250,3599,70.364,0.152777777777778,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
533,12,200,250,3280,69.708,0.338541666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
534,12,200,250,3614,68.42,0.027777777777778,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
535,12,200,250,3302,68.568,0.255208333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
536,12,200,250,3636,69.552,0.263888888888889,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
537,12,200,250,3336,70.78,0.197916666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
538,12,200,250,3297,67.668,0.015625,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
539,12,200,250,3476,68.464,0.225490196078431,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
540,12,200,250,2893,67.876,0.19047619047619,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
541,12,200,250,3657,70.74,0.152777777777778,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
542,12,200,250,2694,62.496,0.25,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
543,12,200,250,4117,71.58,0.25,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
544,12,200,250,2778,68.016,0.153846153846154,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
545,12,200,250,4047,71.076,0.0375,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
546,12,200,250,3309,68.3,0.135416666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
547,12,200,250,3905,71.892,0.293859649122807,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
548,12,200,250,2822,69.024,0.095238095238095,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
549,12,200,250,2687,67.828,0.08974358974359,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
550,12,200,250,3640,68.848,0.328703703703704,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
551,12,200,250,3261,70.112,0.104166666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
552,12,200,250,3111,67.868,0.005555555555556,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
553,12,200,250,3670,71.02,0.157407407407407,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
554,12,200,250,2925,68.176,0.053571428571429,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
555,12,200,250,3279,68.564,0.322916666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
556,12,200,250,3270,67.088,0.151041666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
557,12,200,250,2722,67.252,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
558,12,200,250,3145,66.948,0.255555555555556,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
559,12,200,250,4241,73.62,0.055555555555556,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
560,12,200,250,2757,60.6,0.224358974358974,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
561,12,200,250,3206,68.968,0.005208333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
562,12,200,250,3039,66.8,0.211111111111111,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
563,12,200,250,3605,71.248,0.134259259259259,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
564,12,200,250,2666,64.652,0.185897435897436,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
565,12,200,250,3102,68.56,0.005555555555556,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
566,12,200,250,3161,70.284,0.211111111111111,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
567,12,200,250,3984,72.656,0.108333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
568,12,200,250,3546,68.468,0.240196078431372,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
569,12,200,250,2750,64.76,0.153846153846154,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
570,12,250,250,3655,70.112,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
571,12,250,250,3268,66.076,0.314102564102564,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
572,12,250,250,3640,72.244,0.005952380952381,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
573,12,250,250,3344,70.204,0.269230769230769,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
574,12,250,250,3661,72.1,0.238095238095238,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
575,12,250,250,3250,65.18,0.192307692307692,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
576,12,250,250,3259,67.532,0.006410256410256,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
577,12,250,250,3475,69.24,0.217948717948718,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
578,12,250,250,2884,67.196,0.227272727272727,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
579,12,250,250,3619,69.728,0.101190476190476,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
580,12,250,250,2786,67.784,0.242424242424242,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
581,12,250,250,4092,73.576,0.135416666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
582,12,250,250,2758,68.952,0.143939393939394,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
583,12,250,250,3971,72.284,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
584,12,250,250,3357,69.32,0.121794871794872,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
585,12,250,250,3949,70.1,0.316666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
586,12,250,250,2832,68.32,0.090909090909091,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
587,12,250,250,2605,67.424,0.133333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
588,12,250,250,3691,70.128,0.303571428571429,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
589,12,250,250,3273,68.78,0.128205128205128,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
590,12,250,250,3088,62.94,0.020833333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
591,12,250,250,3704,69.124,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
592,12,250,250,2917,67.612,0.045454545454546,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
593,12,250,250,3408,71.812,0.326923076923077,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
594,12,250,250,3342,71.176,0.064102564102564,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
595,12,250,250,2796,69.136,0.151515151515152,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
596,12,250,250,3189,69.816,0.236111111111111,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
597,12,250,250,4188,70.964,0.0625,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
598,12,250,250,2883,67.908,0.174242424242424,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
599,12,250,250,3213,69.792,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
600,12,250,250,3054,68.136,0.1875,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
601,12,250,250,3671,69.784,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
602,12,250,250,2712,67.304,0.191666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
603,12,250,250,3118,67.348,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
604,12,250,250,3169,69.92,0.1875,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
605,12,250,250,4059,70.368,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
606,12,250,250,3539,66.576,0.226190476190476,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
607,12,250,250,2739,63.792,0.158333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
608,12,300,250,3581,69.768,0.106060606060606,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
609,12,300,250,3291,68.528,0.310606060606061,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
610,12,300,250,3607,66.844,0.020833333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
611,12,300,250,3285,67.688,0.266666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
612,12,300,250,3613,67.596,0.291666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
613,12,300,250,3260,66.4,0.15,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
614,12,300,250,3275,70.388,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
615,12,300,250,3493,70.592,0.189393939393939,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
