int(self),self.no_transporter,self.disturbance_cycle,tdi,self.cycle,mean_cyc_to_deliver,mean(t_avgs),mean(self.residue),self.anticipation_increase,self.setup_file,self.item_file
240,12,200,50,669,48.72,42.4166666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
241,12,200,50,755,68.2,52.0555555555556,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
242,12,200,50,710,75.32,73.1388888888889,0.083333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
243,12,200,50,712,71.96,47.0555555555556,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
244,12,200,50,875,83.48,71.1041666666667,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
245,12,200,50,662,48.2,41.0416666666667,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
246,12,200,50,711,61.14,56.5833333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
247,12,200,50,722,53.68,35.9305555555555,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
248,12,200,50,756,61.22,62.0555555555555,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
249,12,200,50,690,51.22,53.9722222222222,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
250,12,200,50,828,68.5,59,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
251,12,200,50,578,49.44,30.8333333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
252,12,250,50,673,54.68,56.4583333333333,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
253,12,250,50,614,51.06,31.6666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
254,12,250,50,749,78.72,80.6666666666667,0.055555555555556,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
255,12,250,50,766,61.72,66.5,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
256,12,250,50,667,54.52,62.0416666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
257,12,250,50,610,50.56,42.7083333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
258,12,250,50,728,61.34,37.75,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
259,12,250,50,898,74.56,110.5,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
260,12,250,50,615,45.12,36.7083333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
261,12,250,50,696,54.38,37.0416666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
262,12,250,50,655,51.7,35.375,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
263,12,250,50,608,63.38,66.1666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
264,12,300,50,814,55.76,66.2916666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
265,12,300,50,1003,67.04,73.1666666666667,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
266,12,300,50,701,53.26,48.4583333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
267,12,300,50,585,45.94,60.0833333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
268,12,300,50,715,50.74,46.0833333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
269,12,300,50,696,49.04,45.875,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
270,12,300,50,669,54.34,36,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
271,12,300,50,554,42.96,29.0833333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
272,12,300,50,634,45.6,17.5416666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
273,12,300,50,830,73.78,92.9583333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
274,12,300,50,637,57.86,59.6666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
275,12,300,50,722,59.78,64.5833333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
276,12,20000,50,646,46.78,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
277,12,20000,50,607,47.04,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
278,12,20000,50,662,50.12,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
279,12,20000,50,703,57.9,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
280,12,20000,50,650,59.9,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
281,12,20000,50,600,47.38,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
282,12,20000,50,681,50.24,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
283,12,20000,50,577,44.94,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
284,12,20000,50,583,44.46,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
285,12,20000,50,653,47.52,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
286,12,20000,50,633,46.14,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
287,12,20000,50,598,45.08,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
288,12,100,100,1496,84.5,46.9303890553891,0.144444444444444,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
289,12,100,100,1708,112.12,57.9627881377881,0.406862745098039,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
290,12,100,100,2938,165.05,59.2241113053613,0.695402298850575,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
291,12,100,100,1740,80.05,47.4717306998557,0.196078431372549,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
292,12,100,100,1952,118.49,53.8756313131313,0.486842105263158,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
293,12,100,100,1680,114.48,48.1496632996633,0.390625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
294,12,100,100,1643,95.21,49.9649244274244,0.234375,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
295,12,100,100,1968,85.22,50.219536019536,0.289473684210526,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
296,12,100,100,1587,90.39,49.5713591963592,0.255208333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
297,12,100,100,1684,110.64,50.6821759259259,0.294117647058823,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
298,12,100,100,1929,143.63,56.8205923705924,0.364035087719298,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
299,12,100,100,1490,84.52,50.369212962963,0.238888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
300,12,150,100,1635,93.98,66.7931216931217,0.175,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
301,12,150,100,1941,135.52,56.2549272486773,0.32051282051282,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
302,12,150,100,1477,77.89,55.5808531746032,0.074074074074074,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
303,12,150,100,1587,77.11,50.7417989417989,0.05,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
304,12,150,100,2106,174.18,56.3725198412698,0.380952380952381,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
305,12,150,100,1362,70.09,51.6959325396825,0.037037037037037,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
306,12,150,100,1402,64.86,37.6435185185185,0.037037037037037,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
307,12,150,100,1521,71.97,49.5469576719577,0.033333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
308,12,150,100,1796,97.81,63.2481120731121,0.159722222222222,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
309,12,150,100,1467,69.12,51.8516865079365,0.138888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
310,12,150,100,1195,56.86,31.2579365079365,0.010416666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
311,12,150,100,1304,61.9,42.718253968254,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
312,12,200,100,1380,65.34,62.0361111111111,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
313,12,200,100,1390,64.32,54.8333333333333,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
314,12,200,100,1287,68.99,52.8666666666667,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
315,12,200,100,1297,59.76,38.1472222222222,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
316,12,200,100,1334,68.71,56.0444444444445,0.055555555555556,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
317,12,200,100,1375,63.02,47.4333333333333,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
318,12,200,100,1530,59.72,48.3968253968254,0.011904761904762,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
319,12,200,100,1343,66.15,72.3,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
320,12,200,100,1723,67.71,50.3303571428571,0.052083333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
321,12,200,100,1418,63.17,57.1547619047619,0.011904761904762,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
322,12,200,100,1342,64.53,61.9333333333333,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
323,12,200,100,1363,67.55,63.3472222222222,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
324,12,250,100,1345,70.28,83.9708333333333,0.033333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
325,12,250,100,1206,55.92,55.625,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
326,12,250,100,1320,55.53,46.6,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
327,12,250,100,1241,55.36,40.6666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
328,12,250,100,1166,51.73,34.25,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
329,12,250,100,1350,64.42,67.6041666666667,0.016666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
330,12,250,100,1443,60.72,56.7666666666667,0.033333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
331,12,250,100,1389,63.24,56.6791666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
332,12,250,100,1481,62.28,55.95,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
333,12,250,100,1367,62.56,67.7541666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
334,12,250,100,1234,59.13,55.5138888888889,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
335,12,250,100,1230,48.57,35.8541666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
336,12,300,100,1270,57.3,52.0625,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
337,12,300,100,1363,61.09,78.4861111111111,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
338,12,300,100,1223,60.16,75.4791666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
339,12,300,100,1299,58.38,46.1666666666667,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
340,12,300,100,1151,54.88,50,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
341,12,300,100,1183,52.65,52.5277777777778,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
342,12,300,100,1319,57.59,56.875,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
343,12,300,100,1371,53.2,49.1111111111111,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
344,12,300,100,1320,56.96,53.7152777777778,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
345,12,300,100,1365,58.05,50.1666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
346,12,300,100,1343,55.67,62.1041666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
347,12,300,100,1329,54.37,53.2708333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
348,12,20000,100,1156,51.32,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
349,12,20000,100,1113,48.07,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
350,12,20000,100,1211,50.19,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
351,12,20000,100,1149,47.52,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
352,12,20000,100,1245,50.08,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
353,12,20000,100,1134,48.82,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
354,12,20000,100,1250,50.38,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
355,12,20000,100,1227,48.95,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
356,12,20000,100,1202,50.82,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
357,12,20000,100,1240,48.43,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
358,12,20000,100,1194,49.79,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
359,12,20000,100,1139,47.05,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
360,12,100,250,4270,113.804,44.7826019711828,0.430232558139535,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
361,12,100,250,4060,100.98,49.2036273885551,0.363821138211382,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
362,12,100,250,4408,113.932,50.2322584357817,0.445075757575758,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
363,12,100,250,3886,85.848,46.4466581190473,0.256410256410256,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
364,12,100,250,3832,88.668,51.2879046479886,0.256578947368421,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
365,12,100,250,4680,119.312,52.0648584054834,0.453900709219858,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
366,12,100,250,3925,98.356,53.1388945904032,0.329059829059829,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
367,12,100,250,3511,85.632,45.6533216760238,0.24047619047619,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
368,12,100,250,3896,97.76,49.8456054321576,0.371794871794872,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
369,12,100,250,4264,125.696,49.4678105293227,0.420542635658915,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
370,12,100,250,3795,86.712,49.3706607231919,0.302631578947368,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
371,12,100,250,3538,86.432,45.7165357803648,0.254761904761905,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
372,12,150,250,3405,70.468,50.5046375408217,0.079545454545455,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
373,12,150,250,3616,76.396,56.8155836313445,0.079861111111111,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
374,12,150,250,3285,60.892,41.9545321637427,0.09469696969697,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
375,12,150,250,3467,77.416,52.97886002886,0.068840579710145,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
376,12,150,250,3260,71.352,51.5609335839599,0.055555555555556,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
377,12,150,250,3206,63.368,51.5912698412698,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
378,12,150,250,3301,64.284,47.8276211361738,0.037878787878788,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
379,12,150,250,3302,71.2,53.368889748882,0.106060606060606,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
380,12,150,250,3739,89.28,59.1216849766049,0.146666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
381,12,150,250,3555,77.156,54.6103279030911,0.123188405797101,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
382,12,150,250,3306,68.972,49.4936925647452,0.053030303030303,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
383,12,150,250,3950,108.408,55.5351228037155,0.173076923076923,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
384,12,200,250,3183,64.548,55.8404151404151,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
385,12,200,250,3196,65.536,48.1634920634921,0.052083333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
386,12,200,250,3794,90.86,71.6707146747588,0.114035087719298,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
387,12,200,250,3162,62.812,55.1539682539683,0.022222222222222,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
388,12,200,250,3405,68.992,61.043501984127,0.063725490196079,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
389,12,200,250,3174,65.468,57.4413919413919,0.05,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
390,12,200,250,3176,68.848,55.9916666666667,0.038888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
391,12,200,250,3304,72.66,64.2717109279609,0.0625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
392,12,200,250,3069,56.272,45.627380952381,0.011111111111111,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
393,12,200,250,3291,66.868,45.0534722222222,0.015625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
394,12,200,250,3710,85.648,67.0190301120448,0.166666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
395,12,200,250,3535,76.356,66.2770220588235,0.053921568627451,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
396,12,250,250,3254,64.46,74.2746212121212,0.019230769230769,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
397,12,250,250,3312,66.888,60.7907925407925,0.019230769230769,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
398,12,250,250,3175,62.188,63.6237373737374,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
399,12,250,250,4677,153.092,67.0529304029304,0.25462962962963,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
400,12,250,250,3145,61.392,59.7247474747475,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
401,12,250,250,2999,58.16,57.7878787878788,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
402,12,250,250,3132,59.336,56.4090909090909,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
403,12,250,250,3182,63.944,58.1893939393939,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
404,12,250,250,3090,58.368,53.1306818181818,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
405,12,250,250,3102,63.284,56.0138888888889,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
406,12,250,250,3388,67.176,66.9780982905983,0.012820512820513,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
407,12,250,250,3191,59.308,57.3055555555556,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
408,12,300,250,3133,57.852,50.1907407407408,0.008333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
409,12,300,250,3400,62.78,66.7973063973064,0.007575757575758,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
410,12,300,250,2996,56.268,43.75,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
411,12,300,250,2999,59.412,52.0277777777778,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
412,12,300,250,3250,65.816,67.6333333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
413,12,300,250,3582,60.744,59.4286195286195,0.037878787878788,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
414,12,300,250,3345,74.944,69.2919191919192,0.075757575757576,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
415,12,300,250,4352,130.384,78.7963383838384,0.244047619047619,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
416,12,300,250,2852,50.016,44.712962962963,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
417,12,300,250,3295,61.788,74.5583333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
418,12,300,250,3257,58.012,64.8583333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
419,12,300,250,2964,57.5,54.4166666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
420,12,20000,250,2829,48.716,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
421,12,20000,250,2903,48.008,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
422,12,20000,250,2904,49.528,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
423,12,20000,250,2952,52.76,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
424,12,20000,250,2810,48.696,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
425,12,20000,250,2881,47.744,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
426,12,20000,250,2821,47.956,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
427,12,20000,250,2944,49.708,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
428,12,20000,250,2825,47.068,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
429,12,20000,250,2840,48.604,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
430,12,20000,250,2933,49.36,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
431,12,20000,250,2873,47.484,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
216,12,100,50,709,68.18,42.8763888888889,0.071428571428572,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
217,12,100,50,1104,80.28,42.0208333333333,0.318181818181818,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
218,12,100,50,1511,95.18,50.6046626984127,0.477777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
219,12,100,50,1109,108.9,50.3081349206349,0.46969696969697,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
220,12,100,50,679,68.7,41.4430555555556,0.111111111111111,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
221,12,100,50,805,73.82,44.4918650793651,0.15625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
222,12,100,50,880,77.16,49.1869047619048,0.177083333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
223,12,100,50,744,84.12,47.6748015873016,0.130952380952381,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
224,12,100,50,725,63.32,40.3166666666667,0.071428571428572,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
225,12,100,50,705,63.78,49.3861111111111,0.011904761904762,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
226,12,100,50,994,97.52,58.3449404761905,0.241666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
227,12,100,50,817,92.1,45.403373015873,0.270833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
228,12,150,50,849,66.56,42.5,0.066666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
229,12,150,50,848,73.58,50.9708333333333,0.066666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
230,12,150,50,652,62.78,37.1875,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
231,12,150,50,663,69.72,52.8263888888889,0.0625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
232,12,150,50,718,73.98,70.1666666666667,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
233,12,150,50,846,75.66,61.6625,0.083333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
234,12,150,50,678,57.4,47.1388888888889,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
235,12,150,50,697,57.88,34.2291666666667,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
236,12,150,50,749,67.06,38.8263888888889,0.05,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
237,12,150,50,885,72.08,50.9736111111111,0.05,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
238,12,150,50,820,82.88,73.2666666666667,0.083333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
239,12,150,50,822,96.14,63.4597222222222,0.183333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
240,12,200,50,755,85.18,54.9722222222222,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
241,12,200,50,704,72.78,58.1527777777778,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
242,12,200,50,666,69.44,56.0833333333333,0.055555555555556,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
243,12,200,50,873,97.1,74.0972222222222,0.125,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
244,12,200,50,604,50.28,34.3333333333333,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
245,12,200,50,732,66.74,28.6666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
246,12,200,50,589,48.5,33.3333333333333,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
247,12,200,50,829,68.12,56.9652777777778,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
248,12,200,50,713,69.86,76.0694444444444,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
249,12,200,50,678,49.9,38.4722222222222,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
250,12,200,50,802,82.08,70.3888888888889,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
251,12,200,50,806,58.32,55.4166666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
252,12,250,50,665,56.88,43.5416666666667,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
